-41.7412, 102.5662, -41.7412, 102.5662, -41.7412
-41.6555, 102.8207, -41.6555, 102.8207, -41.6555
-41.4139, 103.5562, -41.4139, 103.5562, -41.4139
-41.0263, 104.7128, -41.0263, 104.7128, -41.0263
-40.5041, 106.2325, -40.5041, 106.2325, -40.5041
-39.8568, 108.0587, -39.8568, 108.0587, -39.8568
-39.0916, 110.1352, -39.0916, 110.1352, -39.0916
-38.2141, 112.3978, -38.2141, 112.3978, -38.2141
-37.2298, 114.7877, -37.2298, 114.7877, -37.2298
-36.1432, 117.2457, -36.1432, 117.2457, -36.1432
-34.9638, 119.7075, -34.9638, 119.7075, -34.9638
-33.7042, 122.1152, -33.7042, 122.1152, -33.7042
-32.3726, 124.4141, -32.3726, 124.4141, -32.3726
-31.0019, 126.5523, -31.0019, 126.5523, -31.0019
-29.6247, 128.4845, -29.6247, 128.4845, -29.6247
-28.2926, 130.1765, -28.2926, 130.1765, -28.2926
-27.0502, 131.6, -27.0502, 131.6, -27.0502
-25.962, 132.7346, -25.962, 132.7346, -25.962
-25.1092, 133.5678, -25.1092, 133.5678, -25.1092
-24.5536, 134.0831, -24.5536, 134.0831, -24.5536
-24.3567, 134.2608, -24.3567, 134.2608, -24.3567
-24.4009, 134.2324, -24.4009, 134.2324, -24.4009
-24.5256, 134.1487, -24.5256, 134.1487, -24.5256
-24.7176, 134.0095, -24.7176, 134.0095, -24.7176
-24.962, 133.8126, -24.962, 133.8126, -24.962
-25.2432, 133.5555, -25.2432, 133.5555, -25.2432
-25.5463, 133.2363, -25.5463, 133.2363, -25.5463
-25.8573, 132.8552, -25.8573, 132.8552, -25.8573
-26.1637, 132.4148, -26.1637, 132.4148, -26.1637
-26.4554, 131.9205, -26.4554, 131.9205, -26.4554
-26.7244, 131.3806, -26.7244, 131.3806, -26.7244
-26.967, 130.8073, -26.967, 130.8073, -26.967
-27.1784, 130.2134, -27.1784, 130.2134, -27.1784
-27.3571, 129.6149, -27.3571, 129.6149, -27.3571
-27.5034, 129.0298, -27.5034, 129.0298, -27.5034
-27.6191, 128.4775, -27.6191, 128.4775, -27.6191
-27.7067, 127.9786, -27.7067, 127.9786, -27.7067
-27.7711, 127.5553, -27.7711, 127.5553, -27.7711
-27.815, 127.2285, -27.815, 127.2285, -27.815
-27.8404, 127.0185, -27.8404, 127.0185, -27.8404
-27.8488, 126.9446, -27.8488, 126.9446, -27.8488
-27.8868, 126.7756, -27.8868, 126.7756, -27.8868
-27.9603, 126.2721, -27.9603, 126.2721, -27.9603
-28.0946, 125.483, -28.0946, 125.483, -28.0946
-28.2797, 124.4384, -28.2797, 124.4384, -28.2797
-28.5171, 123.1745, -28.5171, 123.1745, -28.5171
-28.811, 121.7283, -28.811, 121.7283, -28.811
-29.1607, 120.1413, -29.1607, 120.1413, -29.1607
-29.5709, 118.4512, -29.5709, 118.4512, -29.5709
-30.033, 116.6946, -30.033, 116.6946, -30.033
-30.5386, 114.9062, -30.5386, 114.9062, -30.5386
-31.1093, 113.15, -31.1093, 113.15, -31.1093
-31.7059, 111.4386, -31.7059, 111.4386, -31.7059
-32.3143, 109.8079, -32.3143, 109.8079, -32.3143
-32.904, 108.2837, -32.904, 108.2837, -32.904
-33.4834, 106.9195, -33.4834, 106.9195, -33.4834
-34.0101, 105.7318, -34.0101, 105.7318, -34.0101
-34.4711, 104.7618, -34.4711, 104.7618, -34.4711
-34.8288, 104.0293, -34.8288, 104.0293, -34.8288
-35.0571, 103.564, -35.0571, 103.564, -35.0571
-35.1417, 103.4055, -35.1417, 103.4055, -35.1417
-35.1253, 103.4622, -35.1253, 103.4622, -35.1253
-35.0915, 103.6389, -35.0915, 103.6389, -35.0915
-34.9939, 103.8709, -34.9939, 103.8709, -34.9939
-34.8896, 104.1932, -34.8896, 104.1932, -34.8896
-34.7752, 104.5827, -34.7752, 104.5827, -34.7752
-34.6053, 104.9751, -34.6053, 104.9751, -34.6053
-34.4399, 105.4123, -34.4399, 105.4123, -34.4399
-34.2369, 105.8322, -34.2369, 105.8322, -34.2369
-34.0143, 106.2367, -34.0143, 106.2367, -34.0143
-33.7849, 106.6238, -33.7849, 106.6238, -33.7849
-33.5463, 106.9782, -33.5463, 106.9782, -33.5463
-33.3088, 107.2991, -33.3088, 107.2991, -33.3088
